state,county,DemRepRatio
new york,essex,0.646268785214804
ohio,seneca,0.326049226885453
indiana,tipton,0.254097446761065
,somerset,0.424949899799599
ohio,van wert,0.208398450771217
indiana,pulaski,0.575706029646378
indiana,boone,0.330716317055978
indiana,clinton,0.235749833256375
,hancock,0.321585496436879
indiana,hancock,0.321585496436879
indiana,newton,0.529897157945938
indiana,jackson,0.299306103227782
indiana,montgomery,0.661548508508044
indiana,clay,0.293118418561534
illinois,livingston,0.171268329441993
indiana,benton,0.370744599563111
illinois,iroquois,0.21095393543707
illinois,edgar,0.233539603960396
indiana,putnam,0.267147074144817
new jersey,cumberland,0.504658832570203
illinois,kankakee,0.415363809601869
pennsylvania,columbia,0.371892459890307
pennsylvania,union,0.332254391743043
illinois,ford,0.257865333725376
indiana,carroll,0.322907432602193
illinois,douglas,0.54360916461977
indiana,morgan,0.254801816393247
maryland,calvert,0.471220244925208
maryland,caroline,0.406490070447228
illinois,moultrie,0.25083006338666
illinois,kendall,0.529332907756144
new york,madison,0.414480266994313
new york,lewis,0.310771030314845
new york,livingston,0.171268329441993
new york,schuyler,0.278052590471231
new york,orleans,0.84721346795173
new york,allegany,0.304819597923046
pennsylvania,clinton,0.235749833256375
illinois,menard,0.297966401414677
pennsylvania,warren,0.353587429863496
ohio,ashtabula,0.380229100882753
pennsylvania,jefferson,0.486252586841484
ohio,trumbull,0.446471372840051
louisiana,pointe coupee,0.384293451501723
illinois,grundy,0.332320986881242
pennsylvania,beaver,0.104990403071017
ohio,columbiana,0.272160537842518
illinois,stephenson,0.419679273266592
ohio,carroll,0.322907432602193
pennsylvania,fayette,0.371022299171195
alabama,monroe,0.355735505445035
ohio,harrison,0.233862433862433
ohio,holmes,0.133890061484813
,taylor,0.263540590787027
pennsylvania,bedford,0.249748434285028
maryland,allegany,0.304819597923046
ohio,washington,0.330211272748381
,wood,0.438891328108214
,barbour,0.461391071086415
colorado,garfield,0.217902317077721
,randolph,0.225881718630895
maryland,washington,0.330211272748381
pennsylvania,fulton,0.703281181901467
ohio,perry,0.3090978205778
ohio,athens,0.576265896855738
ohio,meigs,0.214948105385986
virginia,shenandoah,0.2934031503498
virginia,warren,0.353587429863496
virginia,page,0.243442357512952
pennsylvania,perry,0.3090978205778
illinois,bureau,0.390456674473068
maryland,dorchester,0.438960373855707
virginia,new kent,0.324235195060342
virginia,king william,0.30812854442344
virginia,orange,0.626646682863217
virginia,goochland,0.401477388745421
virginia,greene,0.351351665939182
virginia,madison,0.414480266994313
virginia,caroline,0.406490070447228
virginia,buckingham,0.433063006862134
virginia,york,0.466274654572302
virginia,suffolk,0.821918057939752
ohio,jefferson,0.486252586841484
virginia,james city,0.524637621648257
virginia,powhatan,0.27458064516129
maryland,worcester,0.578699121099589
virginia,appomattox,0.265131578947368
virginia,prince edward,0.528648878494738
wisconsin,jefferson,0.486252586841484
virginia,rockbridge,0.335633316904879
virginia,botetourt,0.274051637097937
virginia,alleghany,0.264187035069075
virginia,pittsylvania,0.298677139313766
virginia,halifax,0.531034798325288
virginia,mecklenburg,0.671291815126608
north carolina,granville,0.466647443291042
virginia,nottoway,0.424549871391826
north carolina,person,0.39101113215391
virginia,giles,0.24663109342498
north carolina,currituck,0.264635377239465
north carolina,bertie,0.608753587535875
north carolina,chowan,0.420704845814978
north carolina,washington,0.330211272748381
north carolina,beaufort,0.369505178365938
north carolina,greene,0.351351665939182
north carolina,wilson,0.380989502591133
north carolina,martin,0.387352494027366
louisiana,bossier,0.291461962185499
minnesota,houston,0.374481243388396
georgia,murray,0.164564793223243
north carolina,orange,0.626646682863217
,dawson,0.167346146379345
illinois,fayette,0.371022299171195
kentucky,henderson,0.368624037333914
illinois,shelby,0.544681903348836
oklahoma,washington,0.330211272748381
indiana,sullivan,0.236175682327846
illinois,effingham,0.229638554216868
illinois,de witt,0.280071583791384
,mercer,0.218127381600436
virginia,floyd,0.298093725178713
virginia,grayson,0.190352182539682
north carolina,yadkin,0.19105402112104
michigan,bay,0.279290379561884
north carolina,davie,0.269155206286836
north carolina,stokes,0.207881075979234
,fayette,0.371022299171195
north carolina,alleghany,0.264187035069075
virginia,tazewell,0.321125727643581
michigan,huron,0.29043608459667
north carolina,ashe,0.266666666666668
north carolina,rowan,0.31920564555109
north carolina,montgomery,0.661548508508044
north carolina,watauga,0.542298799607259
north carolina,burke,0.330440073733379
tennessee,carter,0.205592440687952
virginia,washington,0.330211272748381
virginia,russell,0.396022594921966
north carolina,carteret,0.28710144583462
,logan,0.242386650731456
ohio,fayette,0.371022299171195
,boone,0.330716317055978
virginia,carroll,0.322907432602193
virginia,charlotte,0.366549388399316
virginia,wise,0.188759407623209
kentucky,floyd,0.298093725178713
tennessee,claiborne,0.255503185373181
tennessee,sevier,0.188695408930382
north carolina,transylvania,0.420517928286853
kentucky,johnson,0.215688715953307
tennessee,unicoi,0.196615534453372
tennessee,jefferson,0.486252586841484
tennessee,hawkins,0.166734727213329
north carolina,yancey,0.329168154230632
kentucky,madison,0.414480266994313
kentucky,rowan,0.31920564555109
,wayne,0.333849362957795
kentucky,powell,0.242034116511104
tennessee,greene,0.351351665939182
tennessee,roane,0.239108930479167
north carolina,jackson,0.299306103227782
tennessee,loudon,0.242420013258436
tennessee,morgan,0.254801816393247
tennessee,monroe,0.355735505445035
kentucky,adair,0.198938611589215
michigan,crawford,0.260331371073636
,roane,0.239108930479167
virginia,rappahannock,0.427057864710676
,mineral,0.272871917263326
ohio,gallia,0.219288595526219
ohio,pike,0.254942746519483
ohio,jackson,0.299306103227782
ohio,noble,0.19525563842214
ohio,pickaway,0.261820267412268
ohio,fairfield,0.59990218460466
ohio,highland,0.200895835318783
kentucky,mason,0.451780937631987
michigan,mason,0.451780937631987
ohio,clinton,0.235749833256375
michigan,osceola,0.569731287000006
michigan,chippewa,0.396118980169972
kentucky,clark,0.483306959613567
,morgan,0.254801816393247
south carolina,chester,0.191743617599131
north carolina,richmond,0.627694506508426
north carolina,hoke,0.555299430775745
south carolina,union,0.332254391743043
north carolina,columbus,0.35946419057767
north carolina,duplin,0.388608156028369
wisconsin,door,0.50737522731865
wisconsin,manitowoc,0.381914796984286
wisconsin,kewaunee,0.334033436948668
north carolina,sampson,0.386439722310322
north carolina,jones,0.348499754058042
wisconsin,ozaukee,0.438812490691555
virginia,isle of wight,0.406777460399896
south carolina,laurens,0.357750598245148
north carolina,macon,0.407878212058666
georgia,stephens,0.181803262546363
georgia,franklin,0.584962310404024
south carolina,marion,0.333994537169018
south carolina,chesterfield,0.533978158503153
georgia,union,0.332254391743043
georgia,banks,0.106795004010543
georgia,clarke,0.629056889316917
tennessee,mcminn,0.193315306529546
georgia,pickens,0.257745575304728
michigan,menominee,0.82416192283365
georgia,fannin,0.174423337856175
tennessee,rhea,0.176540725836499
georgia,gilmer,0.179206649960272
georgia,barrow,0.280564726091741
georgia,white,0.188707909162099
georgia,oconee,0.329684533667246
georgia,lincoln,0.273723096494823
wisconsin,florence,0.268016472203157
wisconsin,waupaca,0.33861455243413
wisconsin,langlade,0.335689686423781
wisconsin,vilas,0.3892772355579
georgia,polk,0.401649519598674
georgia,douglas,0.54360916461977
wisconsin,forest,0.343787455053935
,platte,0.185881370091896
tennessee,warren,0.353587429863496
tennessee,marion,0.333994537169018
georgia,mcduffie,0.403211763567766
georgia,burke,0.330440073733379
georgia,jefferson,0.486252586841484
georgia,emanuel,0.305670376258613
georgia,candler,0.28827805542935
wisconsin,price,0.35983859482554
georgia,bryan,0.274542974079126
wisconsin,sawyer,0.432209090035553
wisconsin,bayfield,0.571070234113712
wisconsin,douglas,0.54360916461977
georgia,effingham,0.229638554216868
wisconsin,washburn,0.379080482305656
minnesota,lake,0.512388200655519
wisconsin,taylor,0.263540590787027
georgia,greene,0.351351665939182
north carolina,polk,0.401649519598674
tennessee,franklin,0.584962310404024
georgia,toombs,0.271852742577006
georgia,morgan,0.254801816393247
iowa,carroll,0.322907432602193
georgia,newton,0.529897157945938
georgia,butts,0.280308219178083
georgia,wayne,0.333849362957795
iowa,jasper,0.211556099052278
iowa,webster,0.351281654546392
iowa,greene,0.351351665939182
georgia,mcintosh,0.301877500769468
georgia,pierce,0.542490767848826
iowa,warren,0.353587429863496
georgia,spalding,0.394892932542475
georgia,peach,0.476573820640799
iowa,marion,0.333994537169018
georgia,fayette,0.371022299171195
alabama,calhoun,0.29521630811175
alabama,cleburne,0.136739409499358
iowa,montgomery,0.661548508508044
iowa,boone,0.330716317055978
iowa,washington,0.330211272748381
iowa,monroe,0.355735505445035
alabama,jackson,0.299306103227782
iowa,calhoun,0.29521630811175
georgia,dooly,0.46953316953317
alabama,blount,0.222035142252731
tennessee,coffee,0.252126887819033
alabama,tallapoosa,0.281385073479974
alabama,talladega,0.371413224775959
alabama,lauderdale,0.287754985429404
alabama,colbert,0.302875190590285
iowa,hardin,0.199584670568246
missouri,grundy,0.332320986881242
iowa,butler,0.380389602332651
iowa,jefferson,0.486252586841484
alabama,limestone,0.282993873157807
missouri,harrison,0.233862433862433
georgia,sumter,0.365106251924854
georgia,turner,0.375099760574621
alabama,pike,0.254942746519483
iowa,hamilton,0.539325973387215
georgia,tift,0.330435862411524
georgia,ben hill,0.367886804060289
georgia,charlton,0.243918620079612
georgia,cook,0.754203581440475
iowa,union,0.332254391743043
georgia,pulaski,0.575706029646378
georgia,ware,0.299161693662972
georgia,berrien,0.16506243496358
iowa,cass,0.475513213111036
georgia,monroe,0.355735505445035
georgia,lee,0.395615183246073
iowa,madison,0.414480266994313
georgia,brantley,0.0908972691807534
iowa,franklin,0.584962310404024
georgia,upson,0.327972519322351
tennessee,bedford,0.249748434285028
tennessee,overton,0.204301075268817
tennessee,giles,0.24663109342498
alabama,cherokee,0.287308095230498
tennessee,maury,0.314240878775991
iowa,iowa,0.56984785615491
georgia,grady,0.232878356082196
georgia,talbot,0.516422356353375
georgia,mitchell,0.327724045396098
georgia,decatur,0.340951352648311
alabama,henry,0.485492029030163
georgia,early,0.472378367900756
alabama,barbour,0.461391071086415
florida,hamilton,0.539325973387215
iowa,shelby,0.544681903348836
florida,clay,0.293118418561534
iowa,harrison,0.233862433862433
iowa,page,0.243442357512952
florida,suwannee,0.21464465183058
florida,baker,0.173517454991289
iowa,cherokee,0.287308095230498
florida,gilchrist,0.177175612298072
florida,flagler,0.395497443963822
florida,taylor,0.263540590787027
florida,gadsden,0.683927512913879
florida,levy,0.270323255206063
florida,jackson,0.299306103227782
alabama,houston,0.374481243388396
alabama,dale,0.265495814717814
alabama,coffee,0.252126887819033
georgia,haralson,0.126885222686398
alabama,autauga,0.274423027687355
alabama,chilton,0.160402964818874
florida,holmes,0.133890061484813
wisconsin,barron,0.36780413649638
iowa,hancock,0.321585496436879
iowa,howard,0.716446611515915
iowa,jones,0.348499754058042
iowa,fayette,0.371022299171195
iowa,delaware,0.433723072562358
iowa,winnebago,0.498752150867497
minnesota,martin,0.387352494027366
iowa,clay,0.293118418561534
missouri,randolph,0.225881718630895
missouri,clinton,0.235749833256375
missouri,buchanan,0.160335421297232
missouri,knox,0.410655667778178
missouri,caldwell,0.233407666985239
iowa,plymouth,0.588861719409748
,union,0.332254391743043
iowa,henry,0.485492029030163
iowa,lee,0.395615183246073
florida,okaloosa,0.300299878996195
alabama,escambia,0.413583074322482
minnesota,steele,0.375478927203065
minnesota,jackson,0.299306103227782
illinois,warren,0.353587429863496
iowa,jackson,0.299306103227782
alabama,washington,0.330211272748381
,stone,0.203588681849551
florida,de soto,0.374562427071179
minnesota,dodge,0.332471960520413
wisconsin,grant,0.344382428940568
florida,hendry,0.384028048305415
minnesota,brown,0.427410587942354
iowa,osceola,0.569731287000006
wisconsin,trempealeau,0.415729593861622
wisconsin,pierce,0.542490767848826
wisconsin,buffalo,0.371718221991162
wisconsin,monroe,0.355735505445035
,clay,0.293118418561534
minnesota,rock,0.55680462074562
florida,hardee,0.2729216152019
minnesota,renville,0.171206225680934
,monroe,0.355735505445035
alabama,fayette,0.371022299171195
alabama,marengo,0.506693749422953
alabama,walker,0.177369979424214
alabama,lamar,0.223209293657202
,lowndes,0.476832142314125
alabama,dallas,0.650221784130112
alabama,marion,0.333994537169018
alabama,franklin,0.584962310404024
wisconsin,lafayette,0.352079491907396
georgia,chattooga,0.186932849364791
tennessee,marshall,0.191784766957182
tennessee,lawrence,0.225789487877889
,lauderdale,0.287754985429404
illinois,carroll,0.322907432602193
wisconsin,sauk,0.508637397825904
wisconsin,richland,0.303830844765927
wisconsin,green,0.516222645099905
,jasper,0.211556099052278
,jones,0.348499754058042
,montgomery,0.661548508508044
,clarke,0.629056889316917
,lafayette,0.352079491907396
tennessee,mcnairy,0.176060166727075
tennessee,chester,0.191743617599131
tennessee,henderson,0.368624037333914
tennessee,fayette,0.371022299171195
tennessee,benton,0.370744599563111
,turner,0.375099760574621
tennessee,carroll,0.322907432602193
tennessee,crockett,0.228241123038811
tennessee,henry,0.485492029030163
tennessee,smith,0.201611098679795
,covington,0.157219622118219
tennessee,macon,0.407878212058666
tennessee,weakley,0.225104353011331
illinois,massac,0.256620053555488
kentucky,logan,0.242386650731456
kentucky,caldwell,0.233407666985239
kentucky,butler,0.380389602332651
kentucky,christian,0.272675808277771
kentucky,marshall,0.191784766957182
kentucky,livingston,0.171268329441993
kentucky,allen,0.285475968883348
wisconsin,columbia,0.371892459890307
wisconsin,adams,0.269156247161757
kentucky,mclean,0.502576143685388
kentucky,grayson,0.190352182539682
wisconsin,juneau,0.351685809559096
kentucky,taylor,0.263540590787027
kentucky,marion,0.333994537169018
tennessee,dyer,0.211577113761223
illinois,williamson,0.355859865477461
illinois,union,0.332254391743043
tennessee,tipton,0.254097446761065
tennessee,lauderdale,0.287754985429404
kentucky,mercer,0.218127381600436
,poinsett,0.193952601470989
,crittenden,0.537262573357733
,greene,0.351351665939182
,arkansas,0.296961777196993
,independence,0.199630051223678
,cross,0.263768978862757
,prairie,0.187095226673062
tennessee,cocke,0.172371554950664
missouri,butler,0.380389602332651
illinois,johnson,0.215688715953307
missouri,perry,0.3090978205778
illinois,jackson,0.299306103227782
missouri,madison,0.414480266994313
illinois,franklin,0.584962310404024
,faulkner,0.347691782898726
,drew,0.358081180811808
,dallas,0.650221784130112
,warren,0.353587429863496
louisiana,ouachita,0.386123913913526
louisiana,franklin,0.584962310404024
louisiana,richland,0.303830844765927
illinois,boone,0.330716317055978
louisiana,union,0.332254391743043
louisiana,morehouse,0.431738826815642
,desha,0.512065024130048
illinois,putnam,0.267147074144817
illinois,stark,0.387508621575217
louisiana,washington,0.330211272748381
louisiana,livingston,0.171268329441993
louisiana,west feliciana,0.372991397500406
illinois,fulton,0.703281181901467
louisiana,iberville,0.518924849149753
louisiana,jackson,0.299306103227782
louisiana,st martin,0.316755498836424
louisiana,allen,0.285475968883348
louisiana,st landry,0.428483338677454
louisiana,iberia,0.341625875209121
louisiana,acadia,0.194122472270766
louisiana,st bernard,0.354933641084824
wisconsin,clark,0.483306959613567
wisconsin,chippewa,0.396118980169972
louisiana,st john the baptist,0.64308712121212
wisconsin,wood,0.438891328108214
louisiana,st james,0.522304236200257
louisiana,assumption,0.345190922190202
louisiana,vermilion,0.264404090572025
kentucky,anderson,0.336177523264137
kentucky,shelby,0.544681903348836
indiana,jefferson,0.486252586841484
illinois,schuyler,0.278052590471231
indiana,lawrence,0.225789487877889
indiana,orange,0.626646682863217
iowa,louisa,0.383480962760284
illinois,pike,0.254942746519483
missouri,pike,0.254942746519483
illinois,mason,0.451780937631987
illinois,morgan,0.254801816393247
kentucky,carroll,0.322907432602193
wisconsin,waushara,0.327364965681886
ohio,preble,0.208831048105974
indiana,knox,0.410655667778178
illinois,wabash,0.228233151183971
indiana,greene,0.351351665939182
illinois,white,0.188707909162099
indiana,henry,0.485492029030163
ohio,shelby,0.544681903348836
ohio,darke,0.176959042453712
ohio,logan,0.242386650731456
indiana,randolph,0.225881718630895
illinois,perry,0.3090978205778
illinois,wayne,0.333849362957795
illinois,jefferson,0.486252586841484
illinois,saline,0.283409514644855
illinois,marion,0.333994537169018
ohio,hardin,0.199584670568246
ohio,ottawa,0.335388763013738
ohio,putnam,0.267147074144817
ohio,wyandot,0.244126842340329
wisconsin,burnett,0.355797029209451
ohio,defiance,0.314474998685525
minnesota,benton,0.370744599563111
ohio,paulding,0.341256094431614
wisconsin,dunn,0.40369830067421
wisconsin,polk,0.401649519598674
minnesota,cass,0.475513213111036
minnesota,stevens,0.283538901146598
minnesota,chippewa,0.396118980169972
,grant,0.344382428940568
,richland,0.303830844765927
,sweetwater,0.238163468726638
,sublette,0.182269063856169
utah,wasatch,0.353786291529482
minnesota,polk,0.401649519598674
,uinta,0.175085286673271
,bear lake,0.107230392156864
,caribou,0.129157926281092
utah,morgan,0.254801816393247
utah,cache,0.292016076052093
,griggs,0.253497942386831
,steele,0.375478927203065
,nelson,0.452144303331493
,barnes,0.337787676317743
,pembina,0.242144177449168
,cavalier,0.240243284338571
,hyde,0.424512987012987
,hughes,0.191697955778055
,walworth,0.402348163841808
,burleigh,0.29226757923898
,sheridan,0.253068882337174
,bowman,0.140480591497227
,fergus,0.235035349567951
,campbell,0.197564963410956
,butte,0.135251798561151
,goshen,0.197829304390725
,ward,0.267466167895259
,renville,0.171206225680934
,mountrail,0.307843137254902
,williams,0.217719396310788
,mckenzie,0.15370090634441
,mccone,0.139513951395139
,roosevelt,0.358924772771224
,rosebud,0.325373134328358
,big horn,0.318596968519238
,gallatin,0.527675431837604
,fremont,0.27072947823197
,cascade,0.398648474375177
,chouteau,0.343858431644691
,valley,0.361291486291486
,hill,0.429662727010666
,pondera,0.307770961145193
,glacier,0.657080451401528
,kitsap,0.594553477344573
,deer lodge,0.539595619208088
,ravalli,0.314345159091724
utah,tooele,0.292537105912615
,bannock,0.386236287585826
,clearwater,0.202540415704389
,bonner,0.31148094006522
utah,carbon,0.273849607182939
,latah,0.519382991678506
utah,box elder,0.159383867044993
,stevens,0.283538901146598
,boundary,0.198148448919929
illinois,montgomery,0.661548508508044
illinois,jersey,0.253662297609869
utah,summit,0.553214478660184
,power,0.290171083529017
,blaine,0.564513689305703
missouri,osage,0.298265666153159
missouri,crawford,0.260331371073636
,cassia,0.156226656706862
,jerome,0.248197194178576
illinois,richland,0.303830844765927
illinois,hamilton,0.539325973387215
missouri,pulaski,0.575706029646378
missouri,morgan,0.254801816393247
missouri,saline,0.283409514644855
missouri,benton,0.370744599563111
,elmore,0.257413950533963
missouri,lafayette,0.352079491907396
missouri,clark,0.483306959613567
missouri,johnson,0.215688715953307
,sharp,0.190567066521265
,fulton,0.703281181901467
missouri,douglas,0.54360916461977
missouri,webster,0.351281654546392
,izard,0.180644019815993
,cleburne,0.136739409499358
,miami,0.274625661885894
,osage,0.298265666153159
missouri,vernon,0.316860465116279
missouri,henry,0.485492029030163
,walla walla,0.454968428049186
missouri,st clair,0.449089352658146
,asotin,0.367361051084796
,allen,0.285475968883348
,anderson,0.336177523264137
,pottawatomie,0.264401235689625
missouri,dallas,0.650221784130112
,baker,0.173517454991289
,cherokee,0.287308095230498
,payette,0.1960446339472
missouri,newton,0.529897157945938
,wilson,0.380989502591133
utah,millard,0.0949589683470109
utah,sanpete,0.144807849550286
utah,sevier,0.188695408930382
oklahoma,craig,0.199867050742299
utah,iron,0.209189887433106
oklahoma,nowata,0.164738546968996
oklahoma,mayes,0.219289650949172
missouri,stone,0.203588681849551
oklahoma,delaware,0.433723072562358
oklahoma,cherokee,0.287308095230498
oklahoma,adair,0.198938611589215
oklahoma,sequoyah,0.200356482703987
,sebastian,0.317106271204991
oklahoma,mcintosh,0.301877500769468
oklahoma,haskell,0.158245755860954
oklahoma,okmulgee,0.310659536541889
,van buren,0.20327213925616
,conway,0.314718979419906
,mitchell,0.327724045396098
,hamilton,0.539325973387215
oklahoma,kay,0.239421595353799
,sumner,0.303728575504203
,smith,0.201611098679795
,phillips,0.481291706387035
oklahoma,woods,0.164899553571428
,comanche,0.396715918273116
,pawnee,0.205580693815987
oklahoma,major,0.0940070505287903
oklahoma,logan,0.242386650731456
oklahoma,kingfisher,0.133960784313725
oklahoma,lincoln,0.273723096494823
,ford,0.257865333725376
oklahoma,beaver,0.104990403071017
,thomas,0.401994275690149
oklahoma,texas,0.165586219670309
colorado,otero,0.368652173913044
texas,moore,0.350009835420628
colorado,morgan,0.254801816393247
,laramie,0.352997123503758
,albany,0.514515307566069
,otero,0.368652173913044
louisiana,jefferson davis,0.219260474335315
louisiana,calcasieu,0.32057546145494
louisiana,beauregard,0.157721660358628
texas,jasper,0.211556099052278
texas,hardin,0.199584670568246
louisiana,natchitoches,0.42426479635782
texas,chambers,0.421021299113639
texas,liberty,0.547062490260246
texas,polk,0.401649519598674
texas,shelby,0.544681903348836
texas,harrison,0.233862433862433
,miller,0.263119072708114
,hempstead,0.323547215496368
,ouachita,0.386123913913526
louisiana,webster,0.351281654546392
louisiana,claiborne,0.255503185373181
,columbia,0.371892459890307
texas,cass,0.475513213111036
texas,wood,0.438891328108214
texas,cherokee,0.287308095230498
,sevier,0.188695408930382
texas,red river,0.405225536110426
oklahoma,mccurtain,0.16380146345764
texas,anderson,0.336177523264137
,hot spring,0.25089547378704
,polk,0.401649519598674
oklahoma,choctaw,0.318791183821859
oklahoma,stephens,0.181803262546363
oklahoma,custer,0.238110403397028
oklahoma,jackson,0.299306103227782
oklahoma,mcclain,0.189754727975845
texas,clay,0.293118418561534
oklahoma,okfuskee,0.226605968639354
oklahoma,marshall,0.191784766957182
oklahoma,atoka,0.143742953776777
oklahoma,bryan,0.274542974079126
texas,wheeler,0.303257042253521
texas,fannin,0.174423337856175
texas,fayette,0.371022299171195
texas,guadalupe,0.573686657368666
texas,caldwell,0.233407666985239
texas,washington,0.330211272748381
texas,medina,0.381233356960861
texas,de witt,0.280071583791384
arizona,graham,0.196099674972915
,mckinley,0.697986837011228
,cibola,0.544463568559954
,lea,0.197134531325886
texas,henderson,0.368624037333914
texas,hill,0.429662727010666
texas,walker,0.177369979424214
,san miguel,0.697497568308427
,torrance,0.329398538504778
,valencia,0.450975432383723
texas,brown,0.427410587942354
california,nevada,0.33530694920536
texas,hamilton,0.539325973387215
texas,kent,0.506366400608134
texas,howard,0.716446611515915
texas,dawson,0.167346146379345
texas,duval,0.519322747667164
,curry,0.291932203389831
texas,hale,0.593634627625716
,eddy,0.24064703442555
,luna,0.446995358173378
colorado,fremont,0.27072947823197
colorado,summit,0.553214478660184
,carbon,0.273849607182939
colorado,elbert,0.316199890170236
utah,grand,0.55363184079602
utah,uintah,0.101436509012062
utah,duchesne,0.0805566194306134
california,lake,0.512388200655519
